
array[ 1000 ][ 10 ] = {
 { 69, 74, 78, 51, 32, 53, 56, 13, 52, 28 },
 { 34, 46, 73, 82, 18, 25, 33, 15, 37, 44 },
 { 29, 86, 91, 55, 98, 88, 45, 98, 41, 69 },
 { 30, 68, 99, 71, 52, 14, 79, 55, 19, 97 },
 { 79, 55, 32, 62, 25, 47, 82, 36, 81, 64 },
 { 23, 72, 19, 73, 22, 55, 71, 48, 92, 93 },
 { 68, 54, 64, 21, 20, 95, 66, 81, 92, 98 },
 { 36, 25, 22, 13, 24, 59, 86, 51, 40, 50 },
 { 26, 64, 21, 89, 39, 28, 22, 12, 29, 67 },
 { 95, 87, 73, 21, 98, 83, 16, 27, 65, 25 },
 { 53, 75, 37, 19, 90, 86, 57, 93, 78, 97 },
 { 19, 94, 70, 60, 33, 51, 34, 35, 53, 30 },
 { 57, 26, 41, 18, 62, 99, 35, 79, 98, 50 },
 { 32, 35, 39, 93, 25, 50, 70, 55, 99, 41 },
 { 49, 70, 91, 73, 21, 78, 98, 43, 31, 81 },
 { 90, 48, 22, 98, 62, 85, 41, 72, 35, 25 },
 { 97, 64, 19, 75, 41, 59, 45, 86, 39, 88 },
 { 81, 82, 61, 54, 60, 21, 87, 92, 39, 67 },
 { 90, 44, 41, 75, 13, 11, 62, 27, 61, 89 },
 { 21, 87, 97, 32, 26, 47, 13, 98, 57, 59 },
 { 72, 96, 93, 64, 35, 75, 31, 77, 71, 62 },
 { 53, 98, 27, 16, 50, 80, 33, 12, 31, 44 },
 { 23, 18, 94, 97, 34, 41, 10, 33, 92, 19 },
 { 44, 64, 15, 37, 80, 92, 12, 70, 87, 26 },
 { 75, 85, 96, 81, 35, 76, 66, 37, 97, 63 },
 { 12, 68, 57, 99, 92, 50, 77, 94, 70, 21 },
 { 58, 37, 10, 39, 82, 64, 93, 52, 51, 71 },
 { 27, 88, 67, 60, 24, 95, 26, 51, 55, 79 },
 { 54, 23, 88, 53, 67, 91, 15, 45, 85, 37 },
 { 56, 44, 65, 19, 35, 47, 73, 80, 51, 77 },
 { 13, 30, 65, 71, 80, 79, 66, 96, 83, 73 },
 { 38, 89, 86, 78, 94, 54, 69, 99, 55, 37 },
 { 97, 51, 54, 16, 38, 91, 42, 18, 71, 21 },
 { 62, 36, 44, 94, 68, 63, 52, 13, 80, 92 },
 { 23, 59, 86, 29, 28, 48, 70, 35, 37, 76 },
 { 43, 88, 14, 34, 30, 74, 28, 53, 48, 42 },
 { 41, 44, 36, 61, 97, 78, 64, 34, 21, 18 },
 { 99, 32, 57, 80, 50, 38, 84, 31, 14, 79 },
 { 19, 71, 13, 91, 97, 83, 44, 25, 76, 42 },
 { 13, 37, 39, 43, 54, 25, 62, 24, 76, 19 },
 { 94, 79, 66, 96, 17, 12, 28, 73, 81, 37 },
 { 96, 46, 81, 56, 25, 15, 58, 53, 47, 61 },
 { 43, 39, 57, 87, 16, 11, 49, 83, 40, 21 },
 { 77, 71, 36, 40, 42, 54, 13, 75, 43, 62 },
 { 22, 76, 70, 55, 54, 75, 14, 97, 65, 92 },
 { 14, 22, 79, 72, 76, 81, 55, 68, 92, 33 },
 { 39, 31, 21, 69, 25, 27, 34, 91, 22, 48 },
 { 65, 89, 18, 20, 43, 84, 24, 92, 59, 42 },
 { 85, 25, 16, 64, 87, 44, 97, 43, 12, 51 },
 { 28, 41, 35, 91, 62, 50, 18, 87, 93, 30 },
 { 35, 58, 19, 96, 31, 14, 80, 97, 91, 39 },
 { 82, 68, 98, 17, 42, 58, 12, 97, 99, 90 },
 { 34, 73, 53, 75, 81, 40, 68, 64, 27, 79 },
 { 35, 23, 10, 40, 55, 97, 89, 98, 33, 28 },
 { 87, 83, 88, 81, 41, 90, 40, 73, 31, 65 },
 { 98, 36, 92, 42, 66, 23, 96, 45, 54, 31 },
 { 21, 54, 23, 28, 13, 64, 27, 92, 87, 97 },
 { 41, 71, 85, 75, 64, 76, 67, 95, 11, 88 },
 { 23, 61, 24, 67, 93, 42, 51, 40, 86, 35 },
 { 51, 92, 48, 69, 96, 65, 50, 52, 46, 44 },
 { 75, 31, 19, 92, 59, 76, 87, 22, 27, 62 },
 { 36, 93, 82, 29, 24, 71, 28, 11, 96, 69 },
 { 93, 96, 90, 51, 61, 39, 92, 66, 37, 36 },
 { 93, 20, 97, 85, 70, 35, 44, 52, 49, 46 },
 { 31, 52, 34, 46, 23, 99, 71, 73, 92, 29 },
 { 25, 96, 43, 54, 88, 99, 24, 54, 73, 92 },
 { 76, 98, 27, 20, 51, 66, 43, 49, 50, 85 },
 { 35, 86, 98, 77, 85, 31, 12, 39, 50, 27 },
 { 35, 83, 34, 75, 44, 67, 51, 73, 24, 43 },
 { 49, 23, 22, 26, 40, 55, 65, 80, 90, 28 },
 { 90, 29, 65, 73, 83, 95, 23, 10, 82, 59 },
 { 86, 58, 93, 16, 61, 44, 79, 76, 39, 81 },
 { 51, 93, 67, 82, 10, 84, 62, 40, 36, 43 },
 { 82, 17, 98, 55, 90, 30, 52, 38, 79, 39 },
 { 48, 35, 97, 61, 69, 38, 37, 99, 19, 40 },
 { 12, 64, 59, 84, 43, 99, 56, 31, 42, 90 },
 { 38, 40, 45, 80, 48, 66, 33, 76, 97, 24 },
 { 76, 32, 73, 37, 92, 11, 27, 53, 57, 55 },
 { 89, 17, 92, 16, 12, 53, 62, 86, 47, 15 },
 { 24, 39, 50, 95, 77, 68, 80, 15, 66, 94 },
 { 81, 88, 67, 71, 42, 30, 50, 47, 93, 97 },
 { 55, 45, 66, 99, 51, 31, 52, 65, 17, 89 },
 { 70, 83, 28, 73, 40, 96, 93, 20, 11, 59 },
 { 66, 45, 10, 85, 68, 94, 16, 18, 42, 61 },
 { 15, 49, 96, 34, 48, 47, 17, 90, 65, 24 },
 { 41, 35, 59, 98, 90, 17, 54, 10, 71, 13 },
 { 29, 16, 65, 14, 74, 22, 72, 44, 34, 11 },
 { 55, 82, 35, 93, 94, 45, 47, 70, 76, 34 },
 { 30, 87, 85, 20, 95, 39, 72, 66, 94, 91 },
 { 34, 60, 58, 34, 30, 94, 40, 16, 95, 85 },
 { 89, 83, 40, 33, 77, 75, 32, 48, 13, 56 },
 { 30, 90, 93, 40, 47, 32, 64, 13, 27, 18 },
 { 89, 39, 66, 11, 63, 86, 57, 93, 55, 15 },
 { 40, 44, 88, 70, 29, 27, 97, 13, 10, 59 },
 { 47, 90, 53, 39, 38, 37, 56, 93, 54, 64 },
 { 45, 83, 30, 46, 98, 68, 56, 91, 23, 61 },
 { 31, 19, 11, 53, 38, 28, 50, 93, 46, 53 },
 { 45, 93, 58, 37, 31, 85, 83, 76, 92, 47 },
 { 21, 75, 67, 20, 74, 87, 66, 27, 11, 79 },
 { 11, 72, 80, 54, 63, 60, 95, 56, 58, 97 },
 { 99, 94, 90, 19, 31, 73, 95, 14, 50, 87 },
 { 51, 23, 24, 70, 85, 50, 57, 13, 30, 20 },
 { 82, 31, 83, 24, 37, 46, 75, 84, 92, 33 },
 { 44, 54, 79, 34, 63, 10, 60, 20, 66, 62 },
 { 59, 69, 37, 36, 39, 23, 38, 49, 78, 58 },
 { 21, 23, 41, 94, 37, 31, 92, 12, 15, 85 },
 { 88, 11, 91, 67, 36, 54, 30, 48, 27, 86 },
 { 10, 38, 56, 37, 64, 47, 12, 93, 48, 81 },
 { 13, 60, 94, 97, 16, 31, 28, 99, 86, 85 },
 { 46, 36, 87, 37, 93, 75, 43, 23, 60, 62 },
 { 75, 51, 70, 12, 15, 69, 67, 60, 18, 48 },
 { 64, 30, 42, 23, 36, 25, 41, 87, 11, 78 },
 { 33, 37, 65, 22, 83, 92, 18, 58, 67, 30 },
 { 72, 42, 71, 94, 97, 77, 64, 89, 34, 15 },
 { 16, 96, 28, 42, 21, 82, 75, 90, 67, 64 },
 { 17, 42, 99, 62, 50, 58, 29, 70, 82, 24 },
 { 42, 77, 73, 71, 93, 37, 60, 27, 91, 28 },
 { 33, 49, 46, 27, 22, 58, 61, 10, 29, 14 },
 { 69, 23, 13, 31, 63, 33, 96, 27, 73, 90 },
 { 50, 28, 79, 63, 45, 32, 81, 30, 33, 27 },
 { 99, 45, 37, 23, 85, 89, 94, 51, 59, 17 },
 { 54, 42, 70, 68, 45, 55, 26, 62, 73, 51 },
 { 14, 75, 69, 83, 38, 66, 67, 19, 48, 90 },
 { 89, 47, 88, 78, 60, 73, 68, 54, 24, 79 },
 { 61, 30, 21, 83, 88, 57, 39, 66, 19, 64 },
 { 17, 24, 39, 76, 59, 68, 42, 27, 80, 69 },
 { 28, 80, 57, 97, 92, 30, 27, 99, 96, 22 },
 { 27, 17, 96, 67, 26, 87, 34, 36, 13, 93 },
 { 12, 42, 70, 23, 62, 64, 92, 54, 97, 72 },
 { 77, 19, 31, 92, 48, 30, 88, 96, 43, 67 },
 { 66, 91, 87, 82, 78, 21, 70, 81, 14, 72 },
 { 75, 36, 48, 90, 91, 40, 44, 50, 92, 68 },
 { 27, 12, 52, 10, 56, 90, 31, 96, 49, 26 },
 { 64, 15, 17, 51, 87, 47, 24, 58, 80, 82 },
 { 17, 30, 97, 60, 61, 93, 10, 15, 24, 79 },
 { 69, 66, 79, 25, 18, 62, 22, 57, 78, 38 },
 { 24, 47, 79, 64, 84, 55, 22, 35, 56, 72 },
 { 42, 39, 31, 54, 90, 77, 57, 91, 85, 27 },
 { 19, 27, 42, 79, 16, 37, 20, 44, 13, 57 },
 { 75, 67, 42, 30, 79, 58, 56, 88, 82, 50 },
 { 27, 66, 95, 69, 43, 11, 26, 86, 87, 95 },
 { 14, 38, 74, 45, 44, 63, 55, 79, 67, 13 },
 { 54, 34, 97, 37, 66, 17, 45, 16, 90, 85 },
 { 33, 18, 42, 54, 51, 96, 70, 89, 45, 66 },
 { 46, 11, 94, 72, 38, 36, 54, 17, 55, 57 },
 { 24, 41, 16, 51, 59, 75, 48, 27, 33, 50 },
 { 35, 28, 94, 76, 24, 27, 65, 21, 83, 63 },
 { 22, 77, 36, 20, 15, 24, 64, 75, 69, 21 },
 { 51, 62, 79, 92, 74, 55, 40, 91, 72, 25 },
 { 94, 98, 95, 50, 36, 71, 67, 54, 82, 12 },
 { 17, 94, 79, 43, 15, 47, 19, 69, 74, 78 },
 { 43, 25, 93, 74, 17, 29, 81, 99, 20, 54 },
 { 76, 66, 14, 72, 17, 92, 95, 36, 98, 78 },
 { 39, 16, 34, 70, 11, 17, 21, 61, 81, 51 },
 { 56, 58, 96, 30, 65, 25, 64, 26, 88, 18 },
 { 55, 54, 74, 79, 23, 28, 50, 27, 52, 41 },
 { 85, 77, 11, 48, 68, 71, 21, 81, 14, 63 },
 { 89, 63, 21, 72, 80, 36, 59, 39, 96, 14 },
 { 45, 70, 83, 59, 88, 19, 99, 67, 24, 40 },
 { 52, 53, 93, 91, 21, 64, 12, 55, 69, 27 },
 { 44, 32, 91, 68, 64, 80, 94, 23, 19, 90 },
 { 27, 54, 22, 62, 65, 63, 34, 26, 30, 48 },
 { 18, 73, 91, 12, 26, 64, 66, 80, 19, 87 },
 { 98, 16, 71, 89, 74, 36, 31, 11, 92, 21 },
 { 81, 98, 34, 43, 64, 87, 29, 80, 69, 67 },
 { 89, 94, 58, 53, 20, 23, 19, 91, 84, 59 },
 { 51, 90, 82, 92, 27, 70, 23, 48, 72, 67 },
 { 21, 53, 65, 97, 48, 29, 46, 68, 62, 16 },
 { 35, 13, 10, 46, 56, 73, 59, 27, 26, 43 },
 { 76, 29, 86, 21, 65, 81, 53, 76, 58, 70 },
 { 74, 97, 90, 20, 27, 14, 78, 17, 41, 50 },
 { 63, 14, 99, 80, 30, 95, 19, 49, 81, 22 },
 { 98, 63, 69, 13, 39, 27, 73, 65, 76, 25 },
 { 38, 93, 81, 16, 98, 88, 47, 48, 13, 10 },
 { 46, 85, 95, 17, 86, 38, 89, 98, 36, 52 },
 { 58, 89, 21, 61, 80, 91, 87, 46, 67, 64 },
 { 36, 23, 46, 94, 73, 86, 52, 97, 88, 83 },
 { 30, 57, 69, 20, 46, 68, 98, 88, 78, 87 },
 { 62, 92, 30, 53, 41, 28, 72, 95, 54, 85 },
 { 93, 48, 58, 42, 84, 92, 19, 34, 75, 40 },
 { 81, 96, 12, 27, 26, 11, 67, 95, 50, 87 },
 { 70, 34, 28, 50, 97, 75, 94, 44, 31, 95 },
 { 55, 63, 89, 39, 47, 81, 48, 33, 56, 40 },
 { 66, 15, 43, 45, 31, 96, 12, 78, 46, 84 },
 { 65, 69, 70, 45, 19, 67, 73, 66, 64, 94 },
 { 61, 19, 57, 50, 48, 56, 32, 79, 40, 41 },
 { 97, 45, 74, 42, 29, 32, 44, 68, 80, 25 },
 { 89, 51, 60, 99, 70, 85, 65, 86, 79, 78 },
 { 95, 36, 28, 44, 12, 75, 72, 40, 11, 14 },
 { 21, 85, 11, 19, 53, 81, 34, 95, 84, 46 },
 { 94, 17, 32, 21, 93, 11, 51, 90, 31, 46 },
 { 34, 80, 10, 29, 17, 72, 21, 70, 39, 85 },
 { 55, 40, 94, 61, 73, 80, 56, 20, 26, 12 },
 { 27, 10, 75, 72, 64, 26, 23, 54, 47, 60 },
 { 40, 33, 92, 14, 62, 65, 78, 84, 56, 63 },
 { 92, 86, 19, 53, 59, 89, 61, 31, 67, 25 },
 { 48, 68, 52, 73, 32, 30, 38, 29, 98, 53 },
